,Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes,_type
13,GO_Biological_Process_2018,Golgi vesicle transport (GO:0048193),46/271,0.00013895011419998006,0.0390946071309801,0,0,1.913982259570495,16.99883358015233,ARF3;NAPA;DCTN6;SPTBN4;DYNC1I2;SPTBN5;ATP8A1;PEF1;STX18;TGFA;KLC1;GOLGA2;CYTH3;KLC2;CAPZB;VTI1A;TRAPPC12;MYO18A;TBC1D14;KIF3C;RAB6B;ATP9B;ATP9A;SPTBN2;NSF;DYNC1H1;TRAPPC3;TMED9;TRAPPC10;COG1;ANK3;F2;ANK1;AP3B2;DYNLL2;SPTB;SORL1;ARFGAP1;BET1L;DYNC1LI2;KIF26A;SGSM2;KDELR2;COPG1;CNIH3;ERGIC1,Hypo
14,GO_Biological_Process_2018,protein autophosphorylation (GO:0046777),33/175,0.00016311251817576936,0.042833347272957,0,0,2.170953734929137,18.933040139811048,CAMK2B;SRC;LRRK2;FLT4;CAMK2A;STK39;STK4;CAMKK2;STK10;EEF2K;ABL1;ABL2;PTK2B;FYN;PIM2;EPHB1;MARK2;PDGFRA;TNK2;LMTK2;EIF2AK4;MTOR;MELK;STK24;WNK2;MAPKAPK2;KIT;TYRO3;ULK1;PRKD2;ATP13A2;MAP3K11;FGFR2,Hypo
15,GO_Biological_Process_2018,regulation of lipid metabolic process (GO:0019216),22/100,0.00020963087571582409,0.0516085012152894,0,0,2.629162676880519,22.269434608790327,ABCA1;NCOA1;ALAS1;H2AFY;CHD9;MID1IP1;PRKAG2;G0S2;IRS2;RORA;NR1D1;GRHL1;NCOR2;DISP3;RBL1;RXRA;OPA3;PSAP;THRSP;RGL1;BBS4;PPARD,Hypo
16,GO_Biological_Process_2018,axonogenesis (GO:0007409),39/223,0.0002311987436385537,0.0535701088936625,0,0,1.9815882874889088,16.590318566133085,CYFIP2;SPTBN4;SPTBN5;SRC;NRXN3;IRS2;PIK3R1;NTN1;RAP1GAP;FAM129B;KIF5C;SLIT1;TNR;FYN;APBB1;EPHB2;EPHB1;SCN1B;SPTBN2;NTNG2;UNC5A;MAP1S;PRKCA;PTPN11;ANK3;BAIAP2;S100B;SPTB;ENAH;SLC9A6;CDK5;FEZ2;MAP1A;ADGRB1;ULK1;DSCAML1;SHANK3;LLGL1;FGFR2,Hypo
17,GO_Biological_Process_2018,regulation of anatomical structure morphogenesis (GO:0022603),19/82,0.00027468120188611127,0.060109403012744,0,0,2.809244326074984,23.03552086000057,EGLN1;PHLDB1;PLXND1;LRRK2;FLT4;VASH2;VASH1;MYO19;ZMYM1;INF2;CAPZB;BCL6;NF1;MAPT;CLASP1;FGFR2;HTATIP2;CLASP2;BCL9L,Hypo
18,GO_Biological_Process_2018,positive regulation of programmed cell death (GO:0043068),43/257,0.00031054202800514987,0.0629471042611427,0,0,1.879323103764292,15.179652242137148,HRK;RARG;TNFAIP8;TRIO;USP27X;LRRK2;HMGB1;FOXO3;STK4;KALRN;FGD1;PREX1;ABR;RASSF2;FRZB;MCF2L;ABL1;APBB1;CTNNBL1;BOK;ARHGEF12;PLEKHG2;TGFB3;PLEKHG5;ARHGEF16;DAB2IP;HIP1R;PAWR;VAV2;CLIP3;TIAM1;MELK;OBSCN;BCL6;BIN1;ARHGEF3;NF1;ARHGEF1;ITGA6;ARHGEF2;ARHGEF7;GPLD1;MAP3K11,Hypo
19,GO_Biological_Process_2018,peptidyl-serine phosphorylation (GO:0018105),28/145,0.00032959170614314424,0.0629471042611427,0,0,2.2329126533080745,17.90272536178007,CAMK2B;MAST4;LRRK2;CAMK2A;STK39;STK4;PRKCZ;PKD1;CAMKK2;TBK1;GRK2;CLSPN;CAMK2G;STK32C;CSNK1G3;PRKCH;PRKCB;PRKCE;LMTK2;PRKCA;MAPK14;MTOR;SBK1;CDK5;MAPKAPK2;ULK1;PRKD2;SGK1,Hypo
20,GO_Biological_Process_2018,regulation of vesicle-mediated transport (GO:0060627),27/138,0.0003355900455658789,0.0629471042611427,0,0,2.2691318463549357,18.152193057615943,TBC1D9B;RAB5C;HIP1;SRC;LRRK2;TBC1D30;ABL1;PACSIN2;AP2S1;TBC1D14;ABL2;TBC1D22A;TBC1D15;TBC1D16;NSF;ADPRHL1;HIP1R;TSC2;BET1L;ARFGAP1;SGSM1;TBC1D1;RAB15;SGSM3;SGSM2;HAP1;LLGL1,Hypo
21,GO_Biological_Process_2018,hippo signaling (GO:0035329),10/30,0.0003656938188785481,0.0654758160255727,0,0,4.646907216494846,36.77429532374777,TJP1;WWC1;DVL2;NPHP4;AMOTL2;LIMD1;STK4;TEAD1;MAP3K14;TJP2,Hypo
22,GO_Biological_Process_2018,transmembrane receptor protein tyrosine kinase signaling pathway (GO:0007169),60/396,0.0003840656586562659,0.06577541867161,0,0,1.6736583522297808,13.16281587855854,CYFIP2;PTPRT;ARPC1B;FLT4;IRS2;AP2A1;TCIRG1;IDE;FGF1;SOGA1;BLNK;EPHB2;ATP6V1E1;EPHB1;PDK2;PDGFRA;TSC2;DNM1;VAV2;TIAM1;MAPKAPK2;KIT;ELMO1;RAPGEF2;ELMO2;PRKD2;HAP1;ARHGEF7;DOCK1;GPLD1;SHC2;RGS14;SRC;ARHGEF28;PXN;PDGFA;MST1R;PIK3R1;KALRN;AP2S1;ABL1;ABL2;PTK2B;FYN;PAG1;ATP6V0A1;KL;SORT1;TNK2;NTRK3;PTPN11;SORBS1;BAIAP2;MAPK14;GRIN2B;SULF2;ARPC3;HNRNPF;BCAR1;FGFR2,Hypo
23,GO_Biological_Process_2018,regulation of small GTPase mediated signal transduction (GO:0051056),27/140,0.00042614721269111286,0.068762615482796,0,0,2.228721715240291,17.296497897386438,TRIO;SRC;ARHGAP17;KALRN;ARHGAP6;FGD1;ARHGAP44;INPP5B;PREX1;ABR;ARHGAP21;MCF2L;ARHGEF12;PLEKHG2;PLEKHG5;ARHGEF16;ARHGAP26;VAV2;BCR;TIAM1;ARHGAP31;OBSCN;RHOJ;ARHGEF3;ARHGEF1;ARHGEF2;ARHGEF7,Hypo
24,GO_Biological_Process_2018,peptidyl-serine modification (GO:0018209),31/170,0.0004652552682928837,0.068762615482796,0,0,2.0815735113837017,15.971756058771843,CAMK2B;GALNT13;MAST4;LRRK2;CAMK2A;STK39;STK4;PRKCZ;PKD1;CAMKK2;TBK1;GRK2;CLSPN;CAMK2G;STK32C;GALNT9;CSNK1G3;PRKCH;PRKCB;GALNT2;PRKCE;LMTK2;PRKCA;MAPK14;MTOR;SBK1;CDK5;MAPKAPK2;ULK1;PRKD2;SGK1,Hypo
25,GO_Biological_Process_2018,lysosome organization (GO:0007040),10/31,0.0004930407943174375,0.068762615482796,0,0,4.425380461462936,33.69891216619554,ABCA1;LRRK2;AKTIP;GAA;VPS33A;HPS1;VPS11;TFEB;HPS4;TPP1,Hypo
26,GO_Biological_Process_2018,positive regulation of kinase activity (GO:0033674),23/113,0.0005021843527456369,0.068762615482796,0,0,2.3818255203828635,18.09364062513577,PDGFRA;VAC14;XRCC6;FLT4;NTRK3;PRKAG1;LMTK2;PRKAG2;MST1R;F2;EREG;CAMKK2;DSTYK;RASSF2;TRAF4;KIT;TYRO3;RAPGEF2;PTK2B;MAPT;EPHB2;EPHB1;FGFR2,Hypo
27,GO_Biological_Process_2018,amino acid transport (GO:0006865),13/48,0.000509281031839965,0.068762615482796,0,0,3.454458293384468,26.19346651753478,SLC6A19;SLC6A18;SLC43A2;SLC6A17;SLC38A10;SLC16A10;SLC6A1;SLC7A1;SLC7A5;SLC25A29;SLC6A8;SLC7A8;SLC38A4,Hypo
28,GO_Biological_Process_2018,phospholipid translocation (GO:0045332),8/21,0.0005116237627438707,0.068762615482796,0,0,5.715598510655154,43.31235421832662,ABCA1;ATP8A2;ATP8B2;ATP8A1;ATP11C;ATP11A;ATP9B;ATP9A,Hypo
29,GO_Biological_Process_2018,cytoskeleton-dependent intracellular transport (GO:0030705),9/26,0.0005237061346747604,0.068762615482796,0,0,4.918538048913538,37.15748839961115,DYNC1I2;MYO10;KIF5C;KIF13A;CCDC88C;KIF1C;KIF1B;KIF3C;DYNLL2,Hypo
30,GO_Biological_Process_2018,positive regulation of multicellular organismal process (GO:0051240),35/202,0.0005617500680305499,0.0710848100648243,0,0,1.9571457606979248,14.6481664891487,PAXIP1;NUMA1;LRP1;SRC;TGFB1I1;ALOX12B;ENO1;PPM1F;FAM129B;LDLR;CLASP1;SOX5;BCL9L;CLASP2;IL33;PRKCH;SMAD3;H2AFY;TGFB3;PRKCE;NFAM1;ZBTB16;INHBA;AXIN2;MTOR;EREG;TIAM1;OLFM1;AGO2;TMEM119;HAP1;PPIB;DOCK1;CARD11;FGFR2,Hypo
31,GO_Biological_Process_2018,membrane depolarization (GO:0051899),12/43,0.0006172036699715382,0.0710848100648243,0,0,3.599121142514731,26.59862633821673,CACNA1I;CACNB3;CACNB4;P2RX4;ABL1;CACNA1D;CACNA1C;CACNG2;CACNA1E;CACNG4;SCN1B;TPCN1,Hypo
32,GO_Biological_Process_2018,positive regulation of protein phosphorylation (GO:0001934),61/412,0.0006329361720075001,0.0710848100648243,0,0,1.628318997826674,11.99279897128953,TENM1;LRRK2;FLT4;WWC1;PRKAG1;PRKAG2;HMGB1;RPTOR;TBK1;RASSF2;TRIM5;TNKS1BP1;EPHB2;TNFRSF4;EPHB1;PDE8A;PDGFRA;KSR1;AKTIP;LMTK2;GPR37L1;AXIN2;F2;EREG;CLIP3;TRAF7;TWSG1;TRAF4;KIT;TYRO3;RAPGEF2;PRKD2;TNFRSF25;ARHGEF2;FAM20A;RAPGEF3;OPRD1;SRC;PELI2;PDGFA;ALOX12B;MST1R;STK4;RASGRP1;CAMKK2;ABL1;DVL2;PTK2B;XRCC6;SEMA4D;TGFB3;TNK2;NTRK3;IL34;DAB2IP;INHBA;MTOR;PIN1;CSPG4;CALM3;FGFR2,Hypo
33,GO_Biological_Process_2018,microtubule bundle formation (GO:0001578),10/32,0.0006550515209440206,0.0710848100648243,0,0,4.223992502343018,30.96523015968989,CLIP1;NUMA1;TTLL3;MAP1S;NCKAP5L;CFAP46;NAV1;MAPRE2;CLASP1;CCDC40,Hypo
34,GO_Biological_Process_2018,regulation of potassium ion transmembrane transport (GO:1901379),10/32,0.0006550515209440206,0.0710848100648243,0,0,4.223992502343018,30.96523015968989,KCNIP3;KCNQ1;NOS1AP;STK39;NEDD4L;FLNA;AKAP6;CACNA1D;KCNAB1;KCNAB2,Hypo
35,GO_Biological_Process_2018,platelet-derived growth factor receptor signaling pathway (GO:0048008),7/17,0.0006674581761930542,0.0710848100648243,0,0,6.499227997941328,47.5225749706029,PDGFRA;RGS14;SRC;ABL1;PDGFA;ABL2;BCAR1,Hypo
36,GO_Biological_Process_2018,regulation of epithelial to mesenchymal transition (GO:0010717),16/68,0.0006786306359346582,0.0710848100648243,0,0,2.86341579826585,20.88985971331066,PHLDB1;SMAD3;TGFB3;TGFB1I1;DAB2IP;LDLRAD4;AXIN2;MTOR;OVOL2;SMAD7;OLFM1;TIAM1;SDHAF2;CLASP1;CLASP2;BCL9L,Hypo
37,GO_Biological_Process_2018,protein complex assembly (GO:0006461),33/189,0.0006926959860278248,0.0710848100648243,0,0,1.9745796717627704,14.364907857541231,NAPA;KMT2D;NUFIP1;AHNAK;TRRAP;PEF1;LRRK2;TCF7;QPRT;TGFA;RASGRP1;SLC9A1;GOLGA2;SH3PXD2A;TRAPPC12;CAMK2G;BCL9L;BOK;SH3GLB1;NSF;TLE3;TRAPPC3;DBNL;TRAPPC10;TRAPPC9;AXIN2;SMARCA4;DDIT3;ITGB1BP1;MAPT;CNIH3;PFKM;DGKH,Hypo
38,GO_Biological_Process_2018,positive regulation of apoptotic process (GO:0043065),48/307,0.0007038100006418256,0.0710848100648243,0,0,1.733529834476207,12.58369674993204,HRK;RARG;TNFAIP8;TRIO;USP27X;HMGB1;FOXO3;STK4;KALRN;GRAMD4;FGD1;PPM1F;PREX1;ABR;RASSF2;FRZB;MCF2L;ABL1;APBB1;CTNNBL1;BOK;SRPK2;ARHGEF12;PLEKHG2;TGFB3;PLEKHG5;ARHGEF16;DAB2IP;HIP1R;PAWR;VAV2;CLIP3;TIAM1;TRAF7;MELK;OBSCN;CDK5;BCL6;BIN1;DDIT3;ARHGEF3;NF1;ARHGEF1;ITGA6;ARHGEF2;ARHGEF7;GPLD1;MAP3K11,Hypo
39,GO_Biological_Process_2018,lipid translocation (GO:0034204),8/22,0.000735690127589063,0.0712401808440389,0,0,5.307047226717669,38.28876185351898,ABCA1;ATP8A2;ATP8B2;ATP8A1;ATP11C;ATP11A;ATP9B;ATP9A,Hypo
40,GO_Biological_Process_2018,negative regulation of protein kinase activity (GO:0006469),22/109,0.0007415200341725302,0.0712401808440389,0,0,2.355999904612009,16.979239851860722,CDKN1C;H2AFY;LRRC4;DAB2IP;TSC2;PRKAG2;RTN4RL2;ADARB1;SRCIN1;SORL1;PPM1F;CORO1C;PREX1;DEPTOR;DVL1;ABL1;NF1;FGFR1OP;ITGB1BP1;CEP85;EPHB2;TRIB1,Hypo
41,GO_Biological_Process_2018,regulation of platelet-derived growth factor receptor-beta signaling pathway (GO:2000586),5/9,0.0007890266370848249,0.0737197453759085,0,0,11.597686375321336,82.86211135616232,PDGFRA;HIP1;LRP1;HIP1R;PDGFA,Hypo
42,GO_Biological_Process_2018,regulation of endocytosis (GO:0030100),16/69,0.0008047598505113139,0.0737197453759085,0,0,2.8092329905757936,20.015691362625105,SCARB1;HIP1;RAB5C;LRP1;SRC;HIP1R;TSC2;NEDD4L;ARFGAP1;SYT7;CLIP3;AP2S1;PACSIN2;ABL1;ABL2;LDLR,Hypo
43,GO_Biological_Process_2018,positive regulation of GTPase activity (GO:0043547),33/192,0.000917210203143862,0.0808489550521567,0,0,1.9369986515880748,13.547705379979922,TBC1D9B;DOCK9;RAP1GDS1;RASGRP1;RAP1GAP;CORO1C;ABR;ARHGAP21;LARS;TBC1D30;TBC1D14;TBC1D22A;TBC1D15;TBC1D16;ARHGEF10;RIC1;ADPRHL1;SEMA4D;NTRK3;ARHGEF16;MTSS1L;BCR;SGSM1;TIAM1;TBC1D1;SGSM3;SGSM2;NF1;PIN1;RAPGEF2;ITGA6;ARHGEF7;RAPGEF3,Hypo
44,GO_Biological_Process_2018,protein dephosphorylation (GO:0006470),24/125,0.000923636196330808,0.0808489550521567,0,0,2.2144906079392985,15.473071703771812,PTPRT;DUSP5;MTMR3;PTPRS;CTDP1;EYA1;DUSP1;EYA2;PTPN21;PDXP;PTPN11;PTPRF;PPM1F;SSH1;DUSP14;CTTNBP2NL;DUSP7;PTPRE;PTPRB;SDHAF2;PPP2R2C;BTRC;SBF1;PTPN5,Hypo
45,GO_Biological_Process_2018,"regulation of synaptic transmission, glutamatergic (GO:0051966)",12/45,0.0009633381131869044,0.0810905633096107,0,0,3.380617318697814,23.478745974539603,GRM2;TSHZ3;CDK5;LRRK2;GRM8;PTK2B;ATP1A2;CACNG2;SHANK3;GRM1;CACNG4;SHANK2,Hypo
46,GO_Biological_Process_2018,lytic vacuole organization (GO:0080171),9/28,0.0009675695545955076,0.0810905633096107,0,0,4.400309119010819,30.54132778569792,ABCA1;LRRK2;AKTIP;GAA;HPS1;VPS11;TFEB;HPS4;TPP1,Hypo
47,GO_Biological_Process_2018,activation of GTPase activity (GO:0090630),18/84,0.0010567903708241,0.0863126894445986,0,0,2.5386787125917563,17.39634390077992,ARHGEF10;TBC1D9B;ADPRHL1;NTRK3;ARHGEF16;MTSS1L;RASGRP1;CORO1C;SGSM1;TIAM1;TBC1D1;SGSM3;TBC1D30;SGSM2;TBC1D14;TBC1D22A;TBC1D15;TBC1D16,Hypo
48,GO_Biological_Process_2018,regulation of insulin secretion (GO:0050796),20/98,0.0010946965437098,0.0863126894445986,0,0,2.387671050883486,16.277417524967188,MIDN;KCNJ11;STXBP4;UQCC2;SLC2A1;SLC2A2;IRS2;PRKCA;CACNA1D;CACNA1C;NR1D1;CACNA1E;SYT7;PER2;SLC25A5;SLC25A4;STX1A;RAPGEF3;CDK16;RAPGEF4,Hypo
49,GO_Biological_Process_2018,regulation of axon extension (GO:0030516),10/34,0.0011111937170413,0.0863126894445986,0,0,3.8715635738831615,26.335615958859613,OLFM1;SEMA7A;GOLGA4;PTPRS;CTTN;ERCC2;TWF2;ABL1;MAPT;NTN1,Hypo
50,GO_Biological_Process_2018,actomyosin structure organization (GO:0031032),16/71,0.001117529109336,0.0863126894445986,0,0,2.7067782269436877,18.39698413034619,MYBPC1;SRC;TMOD2;LMOD1;CDC42BPB;SORBS1;CDC42BPA;EPB41L4B;OBSCN;FRMD6;EPB41L1;EPB41L2;MYO18A;KCTD13;MYH9;MYH10,Hypo
51,GO_Biological_Process_2018,positive regulation of protein localization to cell periphery (GO:1904377),12/46,0.0011892817229344,0.0889318004910886,0,0,3.281005281369514,22.095620826951503,CLIP3;PRKCH;LRP1;NUMA1;EPB41L2;PRKCE;ARHGEF16;PIK3R1;STX3;SORBS1;EPHB2;PLS1,Hypo
52,GO_Biological_Process_2018,actin filament organization (GO:0007015),23/120,0.0011965944214337,0.0889318004910886,0,0,2.2090798688201843,14.863298486969986,MYBPC1;HIP1;ACTN1;TMOD2;LMOD1;HIP1R;SHROOM3;ARHGAP17;FRY;PPP1R9A;BAIAP2;AKAP2;PPP1R9B;BIN3;COBLL1;RHOJ;FAT1;FLNA;ARHGEF2;BCAR1;FRYL;PLS1;CAP2,Hypo
53,GO_Biological_Process_2018,regulation of autophagy (GO:0010506),34/203,0.0012296267887651,0.0896944429804831,0,0,1.8775370285728403,12.58145932795631,USP10;LRRK2;PRKAG1;PRKAG2;HMGB1;SOGA1;GOLGA2;RPTOR;LARS;PSAP;ABL1;PIP4K2A;TBC1D14;ABL2;SH3BP4;PIM2;ATP6V1E1;ATP6V0A1;BOK;UBQLN2;SH3GLB1;SREBF1;KDM4A;TFEB;WBP11;PRKAB1;MTOR;TPCN1;TMEM59;RRAGC;CDK5;ULK1;ATP13A2;MAPT,Hypo
54,GO_Biological_Process_2018,regulation of calcineurin-NFAT signaling cascade (GO:0070884),6/14,0.001283335697785,0.0919101693377363,0,0,6.960648148148148,46.3460318953828,RCAN1;RCAN2;AKAP6;SPPL3;LMCD1;SLC9A1,Hypo
55,GO_Biological_Process_2018,cell morphogenesis (GO:0000902),14/59,0.0013183515670324,0.0927319075453725,0,0,2.8933654729109275,19.18698606869216,CYFIP2;TENM1;TENM2;TENM4;SHROOM3;FRY;STK4;SSH1;CAPZB;CDH22;PACSIN2;ARHGEF2;FRYL;CAP2,Hypo
56,GO_Biological_Process_2018,regulation of transmembrane transport (GO:0034762),8/24,0.0014174037030271,0.0965322225109352,0,0,4.643151390319258,30.45409779360717,KCNJ4;KCNJ6;KCNJ10;KCNJ11;KCNJ12;KCNJ9;NEDD4L;CTTNBP2NL,Hypo
57,GO_Biological_Process_2018,regulation of ion transmembrane transport (GO:0034765),10/35,0.0014213934769317,0.0965322225109352,0,0,3.716494845360825,24.365777142470897,KCNJ4;KCNJ6;AHCYL1;KCNJ10;KCNJ11;KCNJ12;KCNJ9;KCNQ1;NEDD4L;AKAP6,Hypo
